id,name,overview,deep_dive,created_at
46dd4e77-7c41-4e7e-91d0-23a2ae6154e2,codepipeline,"Continuous delivery service that automates release pipelines with source, build, test, and deploy stages.","Pipelines composed of stages, each containing actions of types: Source, Build, Test, Approval, Deploy, Invoke; supports manual approval actions that pause until approver acts; sources: CodeCommit, S3, ECR, GitHub (via CodeStar connections), Bitbucket; integrates with CodeBuild, CodeDeploy, CloudFormation, ECS, Elastic Beanstalk, Lambda, Step Functions; pipeline execution per change or scheduled; artifacts stored in S3 between stages; V2 pipelines support triggers and variables.",2026-05-17 08:58:21.115874+00
4a05350b-5b51-490c-b44d-31e90a37d15d,glue-crawler,Glue component that discovers data schema and populates the Data Catalog automatically.,"Connects to S3, RDS, Redshift, DynamoDB, Delta Lake, Iceberg, Hudi, JDBC sources; classifiers identify file format (CSV, JSON, Parquet, ORC, Avro, XML) and schema; can detect partitions in S3 paths; runs on-demand or on a schedule (cron); produces/updates tables in the Data Catalog with column types, partition keys, and serialization library; supports custom classifiers using grok patterns; billed per DPU-hour with 10-minute minimum.",2026-05-17 08:58:21.115874+00
4aac468d-f701-4ca0-a0f3-5673c1269e03,msk,Amazon Managed Streaming for Apache Kafka; fully managed Apache Kafka and Kafka Connect.,"Two cluster types: Provisioned (you choose broker instance types and count) and Serverless (auto-scales, billed per partition-hour and data); supports Kafka versions for ongoing upgrades; brokers deployed across multiple AZs (3 AZs recommended); supports KRaft mode (no ZooKeeper) on newer versions; encryption: TLS in-transit (broker-broker and client-broker), at-rest with KMS; authentication: IAM, SASL/SCRAM (with Secrets Manager), mTLS with ACM PCA; MSK Connect runs Kafka Connect connectors managed; integrates with Kinesis Data Analytics for Flink, Lambda (as event source).",2026-05-17 08:58:21.115874+00
4c31efc4-47b6-42d3-ae5e-a2cc99772ce7,s3,"Object storage service offering industry-leading scalability, durability, and availability.","Buckets are global namespace, regional in residency; 11 9's durability across 3+ AZs (One Zone classes: single AZ); object size 0 bytes to 5 TB (single PUT max 5 GB, multipart upload required above); multipart upload recommended for objects > 100 MB; storage classes: Standard, Standard-IA (30-day min, 128 KB min), One Zone-IA (single AZ, 30-day min), Intelligent-Tiering (auto-moves between tiers), Glacier Instant Retrieval (90-day, 128 KB), Glacier Flexible Retrieval (90-day, 40 KB, 1-5 min/3-5 hr/5-12 hr), Glacier Deep Archive (180-day, 12 hr/48 hr), Express One Zone (single AZ, ultra-low latency); encryption: SSE-S3 (default, AES-256), SSE-KMS, SSE-C (customer-provided), DSSE-KMS (dual-layer), client-side; versioning suspendable but not removable once enabled; MFA Delete adds extra auth for delete; replication: CRR and SRR (replicates only objects created after rule); strong read-after-write consistency for all operations; access via bucket policies, ACLs (legacy), IAM, access points; presigned URLs for time-limited access.",2026-05-17 08:58:21.115874+00
4d86c1b2-029a-470c-a347-9f7cd5c43ee6,cloudfront,Global content delivery network that caches content at edge locations near viewers.,"Origins: S3, ALB, EC2, AWS Elemental, custom HTTP server (including on-prem); supports multiple origins per distribution with cache behaviors; viewer protocol policy: HTTP/HTTPS, redirect HTTP to HTTPS, HTTPS only; origin protocol policy: HTTP only, HTTPS only, Match Viewer; OAC (Origin Access Control) restricts S3 access to CloudFront only; geo-restriction blocks/allows by country; signed URLs (single object) and signed cookies (multiple objects) restrict access; supports Lambda@Edge (Node.js/Python, any of 4 trigger events) and CloudFront Functions (JavaScript, viewer-request/viewer-response only, faster and cheaper); origin failover groups for high availability; custom SSL certs must be in us-east-1 ACM.",2026-05-17 08:58:21.115874+00
4dc71c7b-cf92-4309-8e58-10987ebe9a73,sagemaker-debugger,SageMaker feature that monitors training jobs in real-time to detect problems and optimize models.,"Captures tensors (weights, gradients, biases, activations) during training and saves to S3; built-in rules detect common problems like vanishing/exploding gradients, overfitting, underfitting, dead ReLU, loss not decreasing, low GPU utilization; custom rules supported; profiling captures CPU, GPU, memory, I/O metrics to identify training bottlenecks; supports TensorFlow, PyTorch, MXNet, XGBoost; results visualized in SageMaker Studio; helps debug training failures and reduce training time/cost.",2026-05-17 08:58:21.115874+00
4ee1535e-a556-48cf-bd78-13b99d8eebdf,proton,Managed deployment service for container and serverless applications with standardized templates.,"Platform teams create environment templates (shared infrastructure like VPCs) and service templates (apps and pipelines); developers self-service deploy services via console/CLI without infrastructure expertise; templates written in IaC (CloudFormation or Terraform); supports components for extension; manages template versioning and propagates updates across deployed services; integrates with CodePipeline, CodeBuild, CodeStar Connections (GitHub, Bitbucket); free service, pay for underlying resources.",2026-05-17 08:58:21.115874+00
5032c6f4-11fe-418b-ae30-e609e430977b,service-catalog,Service for managing catalogs of approved IT services for users to self-provision.,"Products are CloudFormation templates (or Terraform via Service Catalog Engine); portfolios group products and are shared with users/groups/roles; constraints control how products are deployed (launch, notification, template, stack set, tag update); supports shared portfolios across accounts/OUs via AWS Organizations; integrates with Service Catalog AppRegistry for application metadata; AWS Marketplace integration; commonly used for self-service IT in enterprises; free service, pay for provisioned resources.",2026-05-17 08:58:21.115874+00
5463deea-9d67-4efc-b68c-7e57de207efb,personalize,Real-time personalization and recommendation service powered by machine learning.,"Uses the same technology as Amazon.com recommendations; recipes (algorithms) include User-Personalization (current default), SIMS (similar items), Personalized-Ranking, Trending-Now, Popularity-Count; ingests user interactions, items metadata, users metadata datasets; creates solutions (trained models) deployed as campaigns for real-time recommendations or batch inference jobs; supports incremental data via PutEvents for real-time learning; pricing per training hour, recommendation request, and data ingestion GB.",2026-05-17 08:58:21.115874+00
558f2beb-2b4d-44ca-b6ae-4a936d3b40bf,managed-service-for-apache-flink,Amazon Managed Service for Apache Flink; serverless stream processing on Apache Flink (same as 'flink' tag).,"Formerly Kinesis Data Analytics for Apache Flink; runs Flink applications in Java, Scala, Python (Pyflink), or SQL via Studio notebooks; sources: Kinesis Data Streams, MSK, self-managed Kafka, Firehose; sinks: Kinesis, Firehose, S3, OpenSearch, DynamoDB; supports stateful processing with RocksDB-backed state and S3-backed checkpoints/savepoints; auto-scales KPUs (1 KPU = 1 vCPU + 4 GB + 50 GB storage); common uses: real-time analytics, anomaly detection, streaming ETL, sessionization.",2026-05-17 08:58:21.115874+00
56178940-6b54-42b7-83b7-54a97d3e11d6,sagemaker-processing,"SageMaker feature for running data preprocessing, postprocessing, and model evaluation jobs.","Runs preprocessing/postprocessing scripts on managed infrastructure with full Spark or scikit-learn containers, or custom containers; built-in processors: SKLearnProcessor, PySparkProcessor, XGBoostProcessor; auto-scales instances for the job duration; input/output via S3; commonly used for ETL, feature engineering, model evaluation, bias and explainability analysis; integrates with Pipelines as ProcessingStep; billed per instance-second.",2026-05-17 08:58:21.115874+00
56e83664-e071-49c3-8e61-787aa05d97da,emr,"Managed big data platform running Apache Hadoop, Spark, Hive, Presto, HBase, Flink and more.","Cluster types: long-running, transient (terminate after job), instance fleets or instance groups; node types: master (1), core (HDFS storage + compute), task (compute only, often spot); deployment options: EMR on EC2, EMR on EKS, EMR Serverless, EMR on Outposts; supports S3 as durable storage via EMRFS (decouples compute from storage); auto-scaling and managed scaling adjust capacity based on YARN metrics; integrates with Glue Data Catalog, Lake Formation; security via Kerberos, IAM roles, EMR security configurations; pricing per second per instance plus EMR fee.",2026-05-17 08:58:21.115874+00
57dfaa71-ff4c-4ad8-a9c2-22653461f778,xray,Distributed tracing service for analyzing and debugging production applications and microservices.,"Captures request traces as they flow through application components; segments represent work done by a service, subsegments represent finer-grained operations (downstream calls, function-level); traces grouped by trace ID; X-Ray Daemon agent buffers segments and sends to X-Ray API; daemon deployment: install on EC2/on-prem, enable active tracing on Lambda, enable on Elastic Beanstalk, run container in ECS; required IAM permissions: PutTraceSegments, PutTelemetryRecords; service graph visualizes service dependencies, latencies, error rates; supports filter expressions to query traces, annotations (indexed) and metadata (not indexed) for custom data; SDK available for Java, Node.js, Python, .NET, Ruby, Go; integrates with CloudWatch Application Insights and CloudWatch ServiceLens.",2026-05-17 08:58:21.115874+00
6198fe20-0c13-40bf-8bd9-32ac1a10b20a,application-composer,Visual builder for designing and building serverless applications with drag-and-drop.,"Generates infrastructure-as-code CloudFormation/SAM templates from a visual canvas; supports Lambda, API Gateway, Step Functions, DynamoDB, S3, EventBridge, SQS, SNS and other serverless resources; bidirectional sync between canvas and template code; integrated into the AWS Management Console and VS Code via AWS Toolkit; no additional cost for the service itself.",2026-05-17 08:58:21.115874+00
62824eea-7362-42a1-8b21-dec1e93627f9,cloudwatch,"Monitoring and observability service for AWS resources, applications, and on-premises servers.","Core components: Metrics, Logs, Alarms, Dashboards, Events (now EventBridge), Synthetics, Application Insights, Container Insights, Contributor Insights; standard metric resolution 60 seconds, high-resolution 1 second; EC2 sends metrics every 5 minutes by default, 1 minute with detailed monitoring (extra cost); CloudWatch Agent collects custom system-level metrics like memory, disk, swap (not natively monitored), supports StatsD and collectd protocols; alarm states: OK, ALARM, INSUFFICIENT_DATA; alarm actions can trigger SNS, Auto Scaling, EC2 stop/terminate/reboot/recover, Systems Manager OpsItems; Logs Insights provides interactive log query language; EMF (Embedded Metric Format) extracts metrics directly from logs.",2026-05-17 08:58:21.115874+00
629d34f8-cef6-4be5-a0f8-529437114498,firewall-manager,"Central service to manage WAF, Shield Advanced, security groups, and Network Firewall policies across accounts.","Requires AWS Organizations with all features enabled; one Firewall Manager admin account designated; policy types: WAF, Shield Advanced, security group (audit/remediate), Network Firewall, Route 53 Resolver DNS Firewall; automatically applies policies to existing and newly created resources; continuously detects non-compliant resources and remediates; supports hierarchical policies; pricing per policy per region per month.",2026-05-17 08:58:21.115874+00
64e0bf67-5cca-4ac2-9171-b243b03f0ebd,quicksight,Cloud-native business intelligence service for interactive dashboards and reports.,"Two editions: Standard and Enterprise (adds row-level security, AD integration, embedding, hourly refresh, ML insights); SPICE in-memory engine for fast analytics (1 GB free per Enterprise user, charged beyond); connects to RDS, Aurora, Redshift, Athena, S3, OpenSearch, SaaS sources, on-prem databases; supports ML-powered insights (anomaly detection, forecasting, natural-language Q&A); embedded analytics via JavaScript SDK; QuickSight Q provides natural-language querying; per-user pricing (Reader/Author/Admin) or capacity pricing; supports paginated reports.",2026-05-17 08:58:21.115874+00
65386feb-443a-44c5-926e-c9d8e06a6f24,alb,"Application Load Balancer, a Layer 7 load balancer for HTTP/HTTPS/gRPC traffic.","Operates at OSI Layer 7; supports content-based routing via listener rules with conditions: host-header, http-header, http-request-method, path-pattern, query-string, source-ip; default routing algorithm is round robin, can also use least outstanding requests; targets: EC2 instances, IP addresses, Lambda functions, containers; requires at least two subnets in different AZs; supports SSL/TLS termination, SNI for multiple certs, WebSockets, HTTP/2, redirects, fixed responses; integrates with WAF and Cognito for authentication; preserves client IP via X-Forwarded-For header; default idle timeout 60s (max 4000s); supports sticky sessions via cookies.",2026-05-17 08:58:21.115874+00
69a8f75c-d07a-4bad-8634-da485b9307b3,cloudshell,Browser-based shell pre-authenticated with AWS Management Console credentials.,"Amazon Linux 2 environment with AWS CLI, Python, Node.js, Java, PowerShell, and common tools pre-installed; 1 GB persistent storage per region in home directory; up to 20 minutes idle before session ends, 12-hour max session; persistent storage retained for 120 days after last use; no additional cost beyond resources you manage; access requires IAM permissions (AWSCloudShellFullAccess).",2026-05-17 08:58:21.115874+00
6a6421ee-13a5-46a0-8c80-b9225ff3f0ba,privatelink,Service for private connectivity between VPCs and AWS services or third-party services without traversing the internet.,"Powers VPC interface endpoints; uses Elastic Network Interfaces with private IPs in your VPC subnets; supports 100+ AWS services, AWS Marketplace services, and your own services (via VPC endpoint services); endpoint services backed by Network Load Balancer or Gateway Load Balancer; consumer creates interface endpoint pointing to provider service name; supports cross-account and cross-region access (within same region); no internet gateway, NAT, VPN, or Direct Connect required; per-AZ availability with 10 Gbps default bandwidth scaling automatically; charged per endpoint hour + GB processed.",2026-05-17 08:58:21.115874+00
6c7f9ccb-d0cb-444e-9a6b-bca16977e658,amazon-q,Generative AI-powered assistant for business tasks and AWS questions.,"Amazon Q Business connects to enterprise data (S3, SharePoint, Salesforce, Confluence, etc.) to answer questions and generate content; Amazon Q in AWS Management Console answers questions about AWS services, troubleshoots, and explains resources; supports IAM Identity Center for user authentication; admin can configure topic-level controls and guardrails; uses retrieval-augmented generation (RAG) over connected data sources.",2026-05-17 08:58:21.115874+00
6cb20b45-c27f-4e93-aba6-0d2110a29bbc,ecs,Fully managed container orchestration service for Docker containers.,"Launch types: EC2 (manage instances yourself) or Fargate (serverless); cluster contains services and tasks; task definition specifies image, CPU/memory, networking mode, IAM role, volumes, log driver; three IAM roles: container instance role (EC2 only, ecsInstanceRole), task execution role (pulls images, writes logs), task role (permissions inside container); network modes: bridge (default Linux), host, awsvpc (one ENI per task, required for Fargate), none; task placement strategies: binpack, random, spread (default for services across AZs); supports service auto-scaling via target tracking and step scaling; ECS Anywhere runs tasks on customer-managed external instances.",2026-05-17 08:58:21.115874+00
6e63c506-2e30-4228-9f41-bd1fc8a8ef5a,deepracer,1/18th-scale autonomous race car for learning reinforcement learning hands-on.,"Trains reinforcement learning models in a simulator using PPO or SAC algorithms with a configurable reward function in Python; race in virtual or physical leagues; integrates with SageMaker for training and S3 for model storage; supports head-to-head, time trial, and object avoidance race types; primarily educational; physical car has 4MP camera and on-board Intel Atom compute.",2026-05-17 08:58:21.115874+00
6fd41b32-2b34-4a41-a606-e5b84e7e2bb6,iam,Identity and Access Management service for authentication and authorization to AWS resources.,"Entities: users, groups, roles; policy types: identity-based (attached to users/groups/roles), resource-based (attached to resources like S3 buckets, Lambda functions, KMS keys), permissions boundaries (max permissions), Organizations SCPs (account-level guardrails), session policies (passed at AssumeRole); evaluation logic: explicit deny overrides any allow; without explicit allow, request is implicitly denied; root user has full access by default; IAM is global (not regional); IAM roles use trust policy + permission policy; instance profiles attach roles to EC2; access keys consist of access key ID and secret access key; MFA strongly recommended for users and root; Access Analyzer identifies external access; supports policy versioning (up to 5 versions per managed policy).",2026-05-17 08:58:21.115874+00
7063e3ff-9bd4-4712-81f0-83dac55b5287,athena,Serverless interactive SQL query service for data in Amazon S3.,"Uses Presto/Trino engine; pay per TB of data scanned; supports CSV, JSON, ORC, Parquet, Avro; partitioning and columnar formats (Parquet, ORC) reduce cost and improve performance; integrates with AWS Glue Data Catalog as the metastore; supports federated queries to RDS, DynamoDB, Redshift, etc.; workgroups isolate queries and enforce data scan limits; Athena for Apache Spark available; results stored in S3; CTAS and INSERT INTO supported.",2026-05-17 08:58:21.115874+00
71df419f-84d9-40cc-bae0-8be792c74427,ram,Resource Access Manager; service for sharing AWS resources across accounts.,"Shareable resources include: Transit Gateways, VPC subnets, Route 53 Resolver rules, License Manager configurations, Aurora clusters, Capacity Reservations, Outposts; share with specific accounts, organizational units, or entire organization (with Organizations enabled); avoids resource duplication and reduces operational overhead; principal can use shared resource as if it were their own; works alongside IAM (consumer still needs IAM permissions to use the resource); free service.",2026-05-17 08:58:21.115874+00
72775652-0185-4a49-b6ef-04d6a8a5c3d6,cloud9,"Cloud-based IDE accessible from a browser for writing, running, and debugging code.","Backed by an EC2 instance or SSH-accessible Linux server you own; pre-installed with AWS CLI, SAM CLI, common runtimes (Node.js, Python, PHP, Java, etc.); shared environments allow real-time pair programming; auto-hibernate after 30 minutes idle (default) to reduce EC2 charges; IAM-controlled access via temporary credentials; no additional Cloud9 charge, pay only for EC2 and EBS; AWS announced end of new customer access in 2024 (existing users continue).",2026-05-17 08:58:21.115874+00
743a7173-64d9-4c1b-9a6c-f3d444b1dc9d,macie,Data security service that uses machine learning to discover and protect sensitive data in S3.,"Continuously evaluates S3 bucket inventory for security/access issues (public access, unencrypted, shared externally); managed data identifiers detect PII (names, addresses, SSN, credit cards), financial info, credentials, health info; custom data identifiers use regex; sensitive data discovery jobs scan specific buckets; findings sent to Security Hub and EventBridge; supports delegated administrator across Organizations; 30-day free trial; pricing per S3 bucket evaluated + GB scanned.",2026-05-17 08:58:21.115874+00
78894076-de39-4e75-8532-8f54f0442df5,dynamodb,Serverless NoSQL key-value and document database with single-digit millisecond latency.,"Tables have partition key (required) and optional sort key (composite primary key); item max size 400 KB; capacity modes: Provisioned (set RCU/WCU with optional auto-scaling) or On-Demand (pay per request); 1 RCU = 1 strongly consistent read of 4 KB/sec or 2 eventually consistent reads; 1 WCU = 1 write of 1 KB/sec; transactions cost 2x reads/writes; secondary indexes: LSI (same partition key, alternate sort key, created at table creation only, max 5, 10 GB per partition key limit) and GSI (different keys, created anytime, max 20, eventually consistent only); DynamoDB Streams capture item-level changes retained 24h; Global Tables provide multi-region active-active replication; TTL auto-deletes expired items within ~48h; PITR allows restore to any second in last 35 days.",2026-05-17 08:58:21.115874+00
7a40d2f2-da73-492f-8120-b860e8bc121e,textract,"Service that extracts text, forms, and tables from scanned documents using OCR and ML.","Extracts printed text, handwriting, tables, key-value pairs (forms), and structured data from PDFs, images, scanned documents; specialized features: Analyze Document (text+forms+tables), Analyze Expense (invoices/receipts), Analyze ID (driver's licenses/passports), Analyze Lending (mortgage documents); Queries feature lets you ask natural-language questions; Detect Document Text for basic OCR; sync API for single-page documents, async API for multi-page PDFs from S3; integrates with A2I for human review; pricing per page, varies by feature.",2026-05-17 08:58:21.115874+00
7ae970ef-5d2e-4853-900d-8acde5e0ba7a,vpn,AWS Site-to-Site VPN service that connects on-premises networks to a VPC over encrypted IPsec tunnels.,"Connection consists of a Customer Gateway (your on-prem device, physical or software) and a Virtual Private Gateway (attached to VPC) or Transit Gateway; two redundant IPsec tunnels per VPN connection (each up to 1.25 Gbps); supports BGP (dynamic) or static routing; encryption AES-128/256 with PFS; AWS Client VPN provides OpenVPN-based remote user access (authenticated via AD, SAML, or mutual TLS); accelerated VPN routes traffic over AWS Global Accelerator for better performance; alternative to Direct Connect with lower setup time and cost but lower bandwidth and higher latency.",2026-05-17 08:58:21.115874+00
7bc9d61d-8ccc-4098-94f0-c8638cb81b06,ecr,Fully managed container image registry for Docker and OCI-compatible images.,"Stores images in private repositories (IAM-controlled) or public repositories (ECR Public Gallery); integrates natively with ECS, EKS, Lambda container images; auth via aws ecr get-login-password piped to docker login; encrypts images at rest with S3 server-side encryption or KMS; supports lifecycle policies to clean old images; image scanning: basic (Clair-based) and enhanced (Inspector with continuous scanning, OS + language packages); cross-region and cross-account replication; pull-through cache for upstream registries (Docker Hub, Quay, etc.).",2026-05-17 08:58:21.115874+00
7dbf35dd-2797-42ce-a9d4-e4ac9de81afa,efs,Fully managed elastic NFS file system shareable across thousands of Linux instances.,"POSIX-compliant NFSv4 file system, Linux only (no Windows); regional service replicated across multiple AZs (Standard) or single AZ (One Zone); storage classes: Standard, Infrequent Access (IA), Archive, plus One Zone variants; lifecycle management transitions files after 7/14/30/60/90/180/270/365 days of inactivity; minimum file size for IA transition is 128 KB; throughput modes: Bursting (scales with size), Elastic (auto-scales), Provisioned; performance modes: General Purpose (default) or Max I/O (legacy); mount targets are per-AZ, accessed via DNS name; access points enforce a POSIX user identity and root directory; encrypted at rest with KMS, in transit with TLS via the EFS mount helper.",2026-05-17 08:58:21.115874+00
7de1c105-6c74-45e8-a26a-e54f713d0035,sagemaker-canvas,"No-code visual interface for building ML models from tabular, image, and text data.","Targets business analysts without ML expertise; supports classification, regression, time-series forecasting, image and text classification; uses SageMaker Autopilot under the hood for AutoML; data sources: S3, Redshift, Snowflake, RDS, local files, Salesforce, Databricks, plus Athena; users can share trained models to SageMaker Studio for further refinement; generative AI integration with Bedrock for text generation/summarization; billed per workspace session and training hours.",2026-05-17 08:58:21.115874+00
846e96f4-605c-4235-a8e5-5f6c89c4cc69,eventbridge,"Serverless event bus service for routing events between AWS services, SaaS apps, and custom apps.","Successor to CloudWatch Events with broader integrations; event buses: default (AWS service events), custom (your apps), partner (SaaS integrations like Zendesk, Datadog, Shopify); rules match event patterns or run on schedules (rate/cron); supports cross-account and cross-region event delivery via resource policies; over 25 target types: Lambda, Step Functions, SNS, SQS, Kinesis, ECS task, CodePipeline, API destinations (HTTP endpoints), and more; Schema Registry stores event schemas with code-binding generation; Pipes connect single source to single target with optional filtering and transformation; max 300 rules per event bus by default; events retained 24h if undelivered, then DLQ if configured.",2026-05-17 08:58:21.115874+00
855fa9c7-77fb-409d-b756-51393c850b43,firehose,Amazon Data Firehose; serverless service that loads streaming data into data stores and analytics tools.,"Formerly Kinesis Data Firehose; near-real-time delivery (buffer up to 60-900 seconds or 1-128 MB); destinations: S3, Redshift (via S3), OpenSearch Service, Splunk, generic HTTP endpoints, Datadog, New Relic, MongoDB, Snowflake; supports optional Lambda transformation before delivery; can convert JSON to Parquet/ORC for S3 destinations; compression: GZIP, ZIP, Snappy, Hadoop-Snappy; auto-scales, no shards to manage; pricing per GB ingested; differs from Kinesis Data Streams (KDS stores data with replay; Firehose delivers immediately without storage).",2026-05-17 08:58:21.115874+00
85e23c5f-5268-4d6e-917e-20ddf767bf11,kinesis,"Family of services for collecting, processing, and analyzing real-time streaming data.","Four services: Kinesis Data Streams (durable real-time data streaming with shards), Amazon Data Firehose (formerly Kinesis Data Firehose; near-real-time delivery to S3/Redshift/OpenSearch/Splunk), Amazon Managed Service for Apache Flink (formerly Kinesis Data Analytics; stream processing), Kinesis Video Streams (video ingest for ML/analytics); Data Streams provides ordering and replay; Firehose is fully managed with no shard management; use case selection: KDS for ordered low-latency processing with multiple consumers; Firehose for simple delivery to data stores; Flink for complex stream analytics; Video Streams for media.",2026-05-17 08:58:21.115874+00
865ea6e3-2aa1-4dc8-8647-343018254f72,cdk,AWS Cloud Development Kit; framework to define cloud infrastructure in general-purpose programming languages.,"Supports TypeScript, JavaScript, Python, Java, C#, Go; synthesizes to CloudFormation templates; three construct levels: L1 (raw CFN resources), L2 (curated AWS resource abstractions), L3 (patterns combining multiple resources); cdk init, cdk synth, cdk diff, cdk deploy, cdk destroy commands; uses CloudFormation under the hood, so all CFN limits apply; bootstraps a CDKToolkit stack in each region; supports asset bundling for Lambda code and Docker images; works with CodePipeline for CI/CD via CDK Pipelines construct.",2026-05-17 08:58:21.115874+00
868d97ed-40e4-4a90-ab94-6df99176faa8,comprehend,Natural language processing service that extracts insights from unstructured text.,"Detects entities (people, places, organizations), key phrases, sentiment (positive/negative/neutral/mixed), language (100+ languages), syntax (parts of speech), PII, and topics; supports custom classification and custom entity recognition models trained on your data; works on raw text, not scanned documents (use Textract first to extract text from images/PDFs); async batch jobs for large document sets stored in S3; real-time API for individual requests.",2026-05-17 08:58:21.115874+00
87d0c12d-4725-443b-9369-a1a66386ac62,parameter-store,Systems Manager feature for hierarchical storage of configuration data and secrets.,"Parameter types: String, StringList, SecureString (encrypted with KMS); tiers: Standard (10,000 parameters per region, up to 4 KB per parameter, free) and Advanced ($0.05/parameter/month, up to 8 KB, supports parameter policies and higher throughput); parameter policies: Expiration, ExpirationNotification, NoChangeNotification (Advanced only); hierarchical organization with / paths; versioning automatic; integrates with CloudFormation, Lambda, ECS, CodeBuild via SSM references; cheaper alternative to Secrets Manager for non-rotating values like AMI IDs and config; no built-in secret rotation.",2026-05-17 08:58:21.115874+00
88719539-6dd5-4428-877d-e3c90ff42d7f,fraud-detector,Managed service that builds fraud detection models tailored to your data.,"Uses ML algorithms developed by Amazon (over 20 years of fraud detection experience); model types: Online Fraud Insights (account registration), Transaction Fraud Insights (account-based transactions), Account Takeover Insights; takes event data (historical fraud labels, customer email, IP, payment method, etc.); rules combine model scores with custom logic to produce outcomes; integrates with SageMaker for custom models; real-time predictions via API.",2026-05-17 08:58:21.115874+00
88a6183f-bab0-4abd-a281-c0bca5487c79,sagemaker-hyperparameter-tuning,SageMaker Automatic Model Tuning; finds the best model version by optimizing hyperparameters.,"Search strategies: Bayesian (default, learns from prior trials), Random (independent samples), Grid (exhaustive), Hyperband (early-stopping for deep learning); supports continuous, integer, and categorical hyperparameters; objective metric must be emitted by the training algorithm to CloudWatch Logs; warm start initializes a new tuning job from prior jobs to reduce cost; parallel and sequential trial execution; integrates with built-in algorithms and custom training scripts; billed per training job hour.",2026-05-17 08:58:21.115874+00
88a737a7-4c63-4081-8450-0154382b08e1,repost,AWS re:Post; community Q&A service for AWS technical questions.,Replaces AWS Discussion Forums; questions and answers tagged by AWS service; AWS-verified experts and AWS employees provide answers; reputation system rewards contributors; AWS re:Post Private offers a private Q&A community for Enterprise Support customers with integration to their internal communities; free for public re:Post.,2026-05-17 08:58:21.115874+00
893fbd44-91ff-43ea-b17b-624ca95b3199,cost-explorer,"Interactive tool for visualizing, analyzing, and forecasting AWS costs and usage.","Provides up to 13 months of historical data and 12 months of forecasts; filter and group by service, account, tag, region, instance type, and more; granularity: monthly, daily, hourly (last 14 days, extra fee); identifies cost drivers and anomalies; Savings Plans and RI recommendations; supports custom reports; first month of API access free, then $0.01 per paginated API request.",2026-05-17 08:58:21.115874+00
8d9921ef-df50-4ce5-8790-8ba8cf81956f,glue,Serverless ETL and data integration service running on Apache Spark.,"Components: Data Catalog, Crawlers, ETL jobs (Spark/Python shell/Ray), DataBrew, Data Quality, Glue Studio (visual ETL); Spark jobs run on DPUs (Data Processing Units: 4 vCPU + 16 GB); job bookmarks track processed data to avoid reprocessing; supports streaming ETL from Kinesis and MSK; Glue Workflows orchestrate crawlers, jobs, and triggers; Glue Elastic Views (deprecated) replicated data across stores; pricing per DPU-hour with 1-minute minimum; supports Python and Scala for Spark, Python 3 for Python Shell jobs.",2026-05-17 08:58:21.115874+00
8db7caa8-1d4e-4f14-a130-bbf2c4159b9f,acm,"AWS Certificate Manager provisions, manages, and deploys public and private SSL/TLS certificates for AWS services.","Public certificates issued by ACM are free; private CA usage incurs monthly fees; ACM certificates can be attached to CloudFront, ALB, NLB (via ACM), API Gateway, App Runner but NOT directly to EC2 instances; CloudFront requires the certificate to be in us-east-1 (N. Virginia); ACM auto-renews certificates that it issued; imported certificates do not auto-renew; supports RSA 2048/3072/4096 and ECDSA P-256/P-384; DNS or email validation; integrates with Route 53 for one-click DNS validation.",2026-05-17 08:58:21.115874+00
8f7de12d-e61c-44bf-9625-b11ab2f141c2,sagemaker-batch-transform,SageMaker feature for offline inference on entire datasets without a persistent endpoint.,"Designed for batch scoring of large datasets in S3; input/output formats: CSV, JSON, RecordIO; supports input/output filtering and joining of input with predictions; auto-scales compute for the duration of the job then terminates (no idle costs); suitable for use cases not requiring sub-second latency (nightly scoring, ETL pipelines); billed per instance-hour for transformation duration; differs from real-time endpoints which run continuously.",2026-05-17 08:58:21.115874+00
916f61fe-01f4-4438-874a-f436b1bfeefe,kms,Managed service for creating and controlling encryption keys.,"KMS keys (formerly CMKs): customer-managed (full control), AWS-managed (managed by services like aws/s3), AWS-owned (invisible, no charge); key types: symmetric (256-bit AES-GCM, encrypt/decrypt), asymmetric (RSA or ECC for encrypt/decrypt or sign/verify, never both); symmetric keys never leave KMS unencrypted; customer-managed key auto-rotation: yearly by default (365 days), now also configurable; AWS-managed keys rotate every 365 days automatically; envelope encryption: data key encrypts data, KMS key encrypts data key; max plaintext for direct Encrypt API is 4 KB; custom key stores use CloudHSM for FIPS 140-2 Level 3; key policies + IAM + grants control access; multi-Region keys replicate to other regions with same key material; pricing: $1/key/month + per-request charges.",2026-05-17 08:58:21.115874+00
93575ac3-3fb3-4bfe-b911-1230692f54dc,flink,Amazon Managed Service for Apache Flink; serverless stream processing on Apache Flink.,"Formerly Kinesis Data Analytics for Apache Flink; runs Flink applications in Java, Scala, Python, or SQL; sources: Kinesis Data Streams, MSK, Kafka, Firehose; sinks: Kinesis, Firehose, S3, OpenSearch, DynamoDB, custom; supports stateful processing with checkpoints and savepoints; auto-scales KPU (Kinesis Processing Unit, 1 vCPU + 4 GB) capacity; Studio notebooks for interactive Flink SQL development; common uses: real-time analytics, anomaly detection, streaming ETL, sessionization.",2026-05-17 08:58:21.115874+00
